Provincia,Partido,,Poblacion,ADSL,CABLEMODEM,,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,,Latitud,Longitud
CORDOBA,Calamuchita,,20,--,--,,--,--,,--,--,,14007140,"-32,2989441032587","-64,7254379234594"
CORDOBA,Calamuchita,,0,--,--,,--,--,--,--,--,--,,"-31,916666666667","-64,238888888889"
CORDOBA,,,44,--,,,--,--,,,--,--,,,"-64,4641636844138"
CORDOBA,Calamuchita,Río de los Sauces,,--,--,--,,--,SI,SI,SI,,14007170,"-32,5265595269976","-64,5869530802431"
,Calamuchita,San Agustín,,,--,--,,,SI,SI,,,14007180,"-31,9763155149128",
CORDOBA,,San Ignacio (Loteo San Javier),140,--,,--,--,--,,,--,--,14007190,,"-64,5163972060979"
CORDOBA,Calamuchita,,0,--,--,,--,--,SI,,SI,SI,,,"-64,516944444444"
CORDOBA,Calamuchita,Santa Monica,,--,--,--,,,--,--,,--,14007170,"-32,0665951444652",
,Calamuchita,Santa Rosa de Calamuchita,12395,,SI,--,SI,,SI,SI,SI,,14007210,"-32,0700578177618",
CORDOBA,,,118,--,,,--,--,SI,,--,--,14007220,,"-64,3784225873001"
CORDOBA,,Solar de los Molinos,127,--,,--,--,--,,,--,--,,,"-64,5197802668561"
CORDOBA,,,154,--,,,--,--,,--,,,14007240,"-31,9532611007669",
CORDOBA,Calamuchita,,426,--,--,,--,--,SI,SI,,SI,14007250,"-32,1863928332037",
,Calamuchita,Villa Berna,,,--,--,,,SI,SI,--,SI,,"-31,9052382568315","-64,7428823583405"
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,,--,SI,--,,--,--,,--,SI,14007170,,"-64,5456887371347"
CORDOBA,Calamuchita,,506,--,--,,--,--,SI,SI,,,14007270,"-31,9091576117526",
CORDOBA,,,0,--,,,--,--,,--,--,,14007170,"-31,9091576","-64,54568873"
CORDOBA,,Devoto,6057,SI,,--,SI,--,,,SI,SI,14140160,,"-62,3061393858824"
CORDOBA,,,1746,--,,,--,SI,,SI,SI,SI,,"-31,7412330671687","-62,8933443705701"
,San Justo,El Fortín,1648,,SI,--,--,,SI,SI,,SI,14140180,"-31,9672502352148",
,San Justo,El Fuertecito,,,--,--,,,SI,SI,,,14140190,"-31,4039349300198",
CORDOBA,San Justo,El Tío,,SI,SI,--,,--,--,,SI,SI,,,"-62,8284737646901"
,San Justo,Estación Luxardo,105,,--,--,--,,SI,,SI,SI,14140210,,"-62,1333023360613"
CORDOBA,San Justo,,6620,SI,SI,,SI,--,SI,SI,SI,,14140220,"-31,1647319320813",
CORDOBA,,La Francia,3720,SI,,,SI,--,,SI,,SI,14140230,"-31,406437919327",
,San Justo,La Paquita,,,--,--,,,SI,,--,SI,,,"-62,2154361817056"
CORDOBA,San Justo,La Tordilla,,SI,--,--,,--,SI,SI,SI,SI,,"-31,2352452196552","-63,0599042713799"
CORDOBA,,,1320,--,,,SI,--,,SI,,,14140260,"-31,801292158779",
JUJUY,,Libertador General San Martín (Est. Ledesma),46642,SI,,--,SI,SI,,SI,SI,,38035080,"-23,7988475308181","-64,7847435385117"
,Ledesma,Maíz Negro,,,--,--,,,--,,--,--,,,"-64,7747416972346"
,Ledesma,Paulina,429,,--,--,--,,--,--,--,--,,"-23,8459427825303","-64,7401978591998"
,Ledesma,Pueblo Ledesma,0,,--,--,,,--,--,SI,,38035010,"-23,8273072049676","-64,791360563704"
JUJUY,Ledesma,Yuto,,--,--,--,,SI,SI,--,,SI,38035110,"-23,6439908389427",
JUJUY,,Carahunco,162,SI,,--,--,SI,,SI,--,--,,"-24,3137765483739","-65,0785405481684"
JUJUY,Palpalá,,402,SI,--,,--,--,--,,--,--,,,"-65,1738697442674"
JUJUY,Palpalá,Mina 9 de Octubre,,--,--,--,,--,--,--,,--,38042040,"-24,245642700609",
,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),,,SI,--,,,SI,SI,SI,,38042040,"-24,2660503354304","-65,2120271030598"
JUJUY,Palpalá,Rio Blanco,,--,--,--,,--,--,--,SI,SI,,"-24,2342342593785","-65,2300747773282"
,Rinconada,Casa Colorada,,,--,--,,,--,,--,--,38049003,,"-66,2828832006347"
JUJUY,Rinconada,,83,--,--,,SI,--,--,--,--,,38049007,"-22,7704435619992","-66,440426993556"
JUJUY,,Lagunillas de Farallón,264,--,,--,SI,--,,--,,,38049010,"-22,4075623428398",
JUJUY,,Liviara,46,--,,--,--,SI,,,--,--,,,"-66,2677637818035"
JUJUY,,,134,--,,,--,SI,,--,--,--,,"-22,463222635769","-66,4628647785472"
,Rinconada,Nuevo Pirquitas,672,,--,--,SI,,--,SI,,--,38049030,"-22,6869936542959",
,Rinconada,Orosmayo,,,--,--,,,--,--,--,,38049035,"-22,5564922692659","-66,3517771971731"
JUJUY,Rinconada,,351,--,--,,--,SI,,,--,--,,,"-66,1609276347876"
JUJUY,,El Ceibal,176,--,,--,SI,--,,,--,--,38056010,,"-65,2818867459585"
,San Antonio,La Toma,0,,--,--,--,,--,--,,,38056020,"-24,3374800000056",
JUJUY,El Carmen,Puesto Viejo,,--,SI,--,,SI,--,SI,,SI,38014100,"-24,4823598416465",
JUJUY,,,93,--,,--,--,--,,,--,--,,,"-64,9424207944567"
JUJUY,El Carmen,,45,--,--,,--,--,--,,--,SI,38014120,,"-64,9958370634563"
JUJUY,,,52,--,,,--,--,,--,,--,38028003,"-23,0996196486859",
JUJUY,,Cianzo,76,--,,--,--,--,,--,--,,38028007,"-23,1510060722338","-65,127531756215"
,Humahuaca,Coctaca,,,--,--,,,--,,--,--,38028010,,"-65,2973378850934"
,Humahuaca,El Aguilar,2264,,--,--,--,,--,,SI,SI,,,"-65,6779050336532"
JUJUY,,Hipólito Yrigoyen (Est. Iturbe),456,--,,--,SI,--,,--,--,,38028030,"-22,978267572073","-65,3537794942853"
JUJUY,,,10256,SI,,,--,SI,SI,SI,,SI,38028040,"-23,2026118920444",
JUJUY,,,144,--,,,--,--,,,--,SI,38028043,,"-65,1333482063984"
JUJUY,,Palca de Varas,103,--,,--,--,--,,,--,--,,,"-65,1160803501257"
,Humahuaca,Rodero,,,--,--,,,--,--,,--,38028047,"-23,0621288433346",
,Humahuaca,Tres Cruces,376,,--,--,SI,,--,--,,,38028050,"-22,9172890384617",
,Humahuaca,Uquía (Est. Senador Pérez),508,,--,--,,,--,SI,--,--,,"-23,3018065170017","-65,3575618341785"
JUJUY,Ledesma,Bananal,,--,--,--,,--,--,,--,--,38035010,,"-64,5013724325995"
JUJUY,,Bermejito,145,--,,--,--,--,,--,,,38035020,"-23,7870506884017",
JUJUY,Ledesma,,5336,SI,--,,--,SI,SI,SI,,SI,38035030,"-23,7395269322752",
JUJUY,Ledesma,Calilegua,,--,SI,--,,SI,SI,,SI,SI,38035040,,"-64,766556217593"
,Ledesma,Chalicán,,,--,--,,,SI,--,--,SI,,"-24,0708657869155","-64,8037328279296"
JUJUY,,Fraile Pintado,13300,SI,,--,--,SI,,SI,,SI,38035060,"-23,9366734846348",
JUJUY,,,138,--,,,--,--,,--,--,,38035070,"-23,7628935085037","-64,7268036826305"
,Capital,Laguna Brava,3314,,--,--,--,,--,,SI,SI,,,"-58,7167656641361"
,Capital,Riachuelo,,,--,--,,,SI,SI,SI,SI,,"-27,5811452851025","-58,7419831223036"
CORRIENTES,Capital,San Cayetano,,--,--,--,,SI,--,--,--,,18021050,"-27,5712103716288","-58,6958799100026"
,Concepción,Concepción,4022,,--,--,--,,SI,SI,,,18028010,"-28,3924910085097",
CORRIENTES,Concepción,,7143,--,--,,--,--,SI,SI,--,SI,,"-28,2674256970164","-58,1220612497619"
CORRIENTES,,Tabay,1687,--,,,--,SI,,,--,SI,18028030,,"-58,2862966985736"
,Concepción,Tatacua,,,--,--,,,--,--,,SI,18028040,"-28,3720748439642",
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,,--,--,--,,SI,SI,--,,,18035010,"-29,9787827263917",
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,,SI,--,--,,,SI,,SI,SI,18035020,,"-58,049945341682"
,Curuzú Cuatiá,Perugorría,3043,,--,--,--,,SI,SI,--,SI,,"-29,3404796154785","-58,6080890462901"
CORRIENTES,,,707,SI,,,--,SI,SI,SI,,,18042010,"-27,7035440870919",
CORRIENTES,,Empedrado,9258,SI,,--,--,SI,,SI,SI,,18042020,"-27,9524556932224","-58,8074763893306"
CORDOBA,,,6217,SI,,,--,--,,SI,SI,SI,,"-32,9175280341379","-62,4576576002351"
CORDOBA,Marcos Juárez,,0,--,--,,--,--,--,,--,--,,,"-62,.31"
,Marcos Juárez,Saira,,,--,--,,,--,SI,--,,14063210,"-32,406411636801","-62,1029831790036"
CORDOBA,Marcos Juárez,Saladillo,,--,--,--,,--,--,SI,,--,14063220,"-32,9331604883654",
CORDOBA,Marcos Juárez,,26,SI,--,,--,--,--,,--,--,14063230,,"-62,3306744044274"
CORDOBA,,,303,--,,,SI,--,,,--,SI,,,"-65,2775888503175"
,Minas,El Chacho,154,,--,--,SI,,SI,--,,--,14070020,"-30,8017974058313",
CORDOBA,Minas,Estancia de Guadalupe,,,--,--,,--,SI,SI,,,14070030,"-31,1242101609074",
CORDOBA,,Guasapampa,129,--,,--,--,--,,,--,--,14070040,,"-65,3281875063158"
CORDOBA,Minas,,207,--,--,,--,--,,--,--,--,,"-31,0350257440514","-65,3453122247049"
CORDOBA,Minas,,1311,SI,--,,SI,--,SI,SI,,,14070060,"-31,175590415787",
CORDOBA,,,112,--,,,--,--,,--,,--,14070070,"-31,2496924733149",
CORDOBA,Minas,Tosno,,--,--,--,,--,SI,,--,--,,,"-65,3099277411768"
,Pocho,Chancani,,,--,--,,,SI,,--,SI,14077010,,"-65,4453421341012"
CORDOBA,,Las Palmas,43,--,,--,--,--,,--,,--,14077020,"-31,3800076236386",
CORDOBA,Pocho,,157,--,--,,--,--,SI,--,--,,14077030,"-31,3754115021879","-65,0386011461094"
CORDOBA,,Salsacate,1275,SI,,--,SI,SI,,,SI,SI,,,"-65,0910260595287"
CORDOBA,Pocho,,85,--,--,,--,--,SI,,--,--,14077050,,"-64,9131949666644"
,Pocho,Tala Cañada,183,,--,--,--,,SI,SI,,,14077060,"-31,3590179990726","-64,9638128897381"
,Esquina,Esquina,,,--,--,,SI,SI,SI,,SI,18049010,"-30,0159284150174",
CORRIENTES,Esquina,Pueblo Libertador,,--,--,--,,SI,--,,--,SI,18049020,,"-59,3906028568407"
,General Alvear,Alvear,,,--,--,,,--,SI,SI,SI,,"-29,0985990956679","-56,5521631297617"
CORRIENTES,General Alvear,,116,--,--,,--,SI,--,--,,SI,18056020,"-28,8266239157245",
CORRIENTES,,,3772,SI,,,--,SI,,SI,,,18063010,"-27,4250661277127",
,General Paz,Lomas de Vallejos,,,--,--,,,--,--,--,SI,,"-27,7329656323888","-57,9193852921423"
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,,--,SI,--,,--,SI,,SI,SI,18063030,,"-57,6225136238666"
CORRIENTES,,,536,--,,,--,SI,SI,--,--,,18063040,"-27,9407694115665","-57,9009156630285"
CORRIENTES,,Colonia Carolina,420,--,,--,--,SI,,SI,,SI,18070010,"-29,1457706796124",
CORRIENTES,Goya,Goya,,SI,SI,--,,,SI,SI,SI,SI,,"-29,1413439330685","-59,2605311638707"
,ItatÍ,Itatí,6562,,--,--,--,,SI,,SI,SI,,,"-58,2434782721969"
,ItatÍ,Ramada Paso,,,--,--,,,SI,--,,,18077020,"-27,3659289314983",
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,,SI,SI,--,,--,SI,SI,SI,,14084010,"-34,0098324798955","-63,9225367502507"
CORDOBA,,,1318,SI,,,SI,SI,,,SI,SI,14084020,,"-62,9744894136507"
CORDOBA,Presidente Roque Sáenz Peña,,20534,SI,SI,,SI,--,SI,SI,SI,SI,,"-34,1236122063832","-63,388646306069"
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,,--,--,--,,--,--,--,,,14084040,"-34,2040788458157",
,Presidente Roque Sáenz Peña,Melo,1198,,--,--,SI,,SI,SI,,SI,14084050,"-34,3483191246018",
,Presidente Roque Sáenz Peña,Río Bamba,103,,--,--,--,,SI,SI,SI,SI,,"-34,0511211181075","-63,7321532881296"
,Presidente Roque Sáenz Peña,Rosales,,,--,--,,,SI,,SI,SI,14084070,,"-63,1534798469172"
CORDOBA,,San Joaquín,140,--,,--,--,--,,SI,--,,14084080,"-34,5106395562101","-63,7132746964365"
CORDOBA,,,3162,--,,,--,SI,,SI,,,14084090,"-34,4699818959404",
CORDOBA,Presidente Roque Sáenz Peña,,508,--,--,,--,--,--,,--,SI,,,"-63,2685397142969"
CORDOBA,,,70,--,,--,--,--,,--,--,--,,"-30,8375267087623","-64,5367004570805"
CORDOBA,Punilla,Bialet Massé,,SI,--,--,,--,SI,SI,,SI,14091020,"-31,3123081567618",
,Punilla,Cabalango,336,,--,--,--,,SI,--,--,,14091030,"-31,3931049014855","-64,5635652642982"
CORDOBA,,,782,--,,,--,--,,,SI,SI,,,"-64,7065412644276"
CORDOBA,Tulumba,,178,--,--,,SI,--,--,,--,--,14175070,,"-63,4478615181188"
,Tulumba,San José de la Dormida,,,--,--,,,SI,SI,,,14175080,"-30,3546018393412",
,Tulumba,San José de las Salinas,662,,--,--,--,,--,--,,SI,14175090,"-30,0090773891027",
CORDOBA,,,317,--,,,--,--,,--,--,--,,"-30,0887589979373","-64,1559536726827"
CORDOBA,,Villa Tulumba,1474,--,,--,SI,--,,,SI,SI,14175110,,"-64,1231771567642"
CORDOBA,,Aldea Santa María,201,--,,--,--,--,,--,,--,14182010,"-33,6948816087071",
CORDOBA,Unión,,816,SI,SI,,SI,--,--,SI,,,14182020,"-32,3460951978736","-62,8853485991764"
,Unión,Ana Zumarán,,,--,--,--,,--,,--,SI,14182030,,"-63,0574835050696"
CORDOBA,Unión,Ballesteros,,SI,--,--,,--,SI,,SI,SI,,,"-62,9833005213374"
CORDOBA,Unión,,532,--,--,,SI,--,SI,SI,--,,14182050,"-32,5885971215357","-63,027038782482"
CORDOBA,,,33835,SI,,,SI,--,,SI,,SI,14182060,"-32,6285600750708",
CORDOBA,Unión,,699,--,--,,--,--,SI,,--,SI,14182070,,"-62,7303890735446"
CORRIENTES,,Colonia Liebig's,2429,--,,--,--,SI,,,SI,SI,,,"-55,8233285990026"
CORRIENTES,Ituzaingó,Ituzaingó,,SI,--,--,,SI,--,SI,,SI,18084020,"-27,5910429413741",
,Ituzaingó,San Antonio,1049,,--,--,,,--,--,,,18084030,"-27,5073854602181",
,Ituzaingó,San Carlos,2454,,--,--,--,,--,,SI,SI,,,"-55,9000479407003"
,Ituzaingó,Villa Olivari,,,--,--,,,SI,,SI,SI,18084050,,"-56,9062014827101"
CORRIENTES,,Cruz de los Milagros,143,--,,--,--,--,,--,--,,18091010,"-28,8357350715385","-59,0068578339405"
CORRIENTES,,,1831,--,,,SI,SI,,SI,,SI,18091020,"-28,9108688742576",
,Lavalle,Lavalle,,,--,--,,SI,SI,,SI,SI,,,"-59,1818570100087"
,Lavalle,Santa Lucía,11589,,--,--,SI,,SI,SI,SI,SI,,"-28,9847966992846","-59,1017576429994"
CORRIENTES,,,586,--,,,--,--,,--,,,18091050,"-28,9940335487267",
CORRIENTES,Lavalle,,539,--,--,,--,--,--,--,--,,18091060,"-29,0295902166451","-58,9097321884449"
,Mburucuyá,Mburucuyá,6972,,--,--,--,,SI,,--,SI,18098010,,"-58,224984006822"
CORRIENTES,Mercedes,Felipe Yofré,,--,--,--,,SI,--,SI,--,SI,,"-29,105919764542","-58,3424746747141"
,Mercedes,Mariano I. Loza (Est. Justino Solari),,,--,--,,,SI,SI,--,,18105020,"-29,3763665588886","-58,1960231004583"
,Mercedes,Mercedes,33551,,SI,--,SI,,SI,SI,,,18105030,"-29,1833885579996",
CORRIENTES,,,620,--,,,--,--,,--,--,SI,,"-30,0439760349315","-57,8235193980386"
CORRIENTES,,Estación Libertad,212,--,,--,--,--,,,--,SI,,,"-57,8591295180443"
,Monte Caseros,Juan Pujol,1349,,--,--,--,,SI,SI,,SI,18112030,"-30,4178964519869",
CORRIENTES,Monte Caseros,Mocoretá,,SI,--,--,,SI,SI,SI,SI,,18112040,"-30,6176804049267",
CORRIENTES,Monte Caseros,Monte Caseros,,SI,--,--,,SI,SI,,SI,SI,18112050,,"-57,6388140007913"
,Monte Caseros,Parada Acuña,159,,--,--,--,,SI,--,--,--,,"-29,9084817138799","-57,9581770148793"
CORRIENTES,Monte Caseros,,492,--,--,,--,--,SI,--,,,18112070,"-30,3190400199696",
CORRIENTES,,Bonpland,1029,--,,,--,SI,,--,--,,18119010,"-29,8203735190576","-57,4296479379825"
CORRIENTES,,Parada Pucheta,328,--,,--,--,SI,,--,--,SI,,"-29,9053454011034","-57,5743693513377"
CORRIENTES,,,43251,SI,,,SI,SI,,,SI,SI,,,"-57,0877441027999"
,Paso de los Libres,Tapebicuá,516,,--,--,--,,--,--,--,,18119040,"-29,5043114402955","-56,9760306946844"
,Federación,San Pedro,,,--,--,,,SI,--,,SI,30028100,"-30,7571887237222",
ENTRE RIOS,,,34,--,--,,--,--,--,,--,--,30028105,,"-58,2191269101013"
ENTRE RIOS,,Santa Ana,905,--,,--,SI,--,,,SI,SI,,,"-57,9310809529514"
,Federación,Villa del Rosario,2720,,SI,--,,,SI,SI,,--,30028120,"-30,7968318611671",
ENTRE RIOS,Federal,Conscripto Bernardi,,--,--,--,,--,SI,SI,,,30035010,"-31,0477778936084",
ENTRE RIOS,,El Cimarrón,336,--,,--,--,--,,,--,--,30035020,,"-58,9777569104134"
ENTRE RIOS,Federal,,16075,SI,--,,SI,--,SI,,--,SI,,"-30,9513342178715","-58,7851418943148"
ENTRE RIOS,,,379,--,,,--,--,,--,--,,30035040,"-30,9685149773302","-58,6127479285248"
ENTRE RIOS,,Sauce de Luna,2845,--,,--,SI,SI,,SI,,SI,30035050,"-31,2384740579796",
,Feliciano,San José de Feliciano,,,--,--,,,SI,,SI,SI,,,"-58,7515719602207"
,Feliciano,San Víctor,325,,--,--,--,,SI,,--,SI,30042020,,"-59,0316519541684"
ENTRE RIOS,,Aldea Asunción,263,--,,--,--,--,,SI,,--,30049010,"-32,825171529429",
ENTRE RIOS,Gualeguay,,175,--,--,,--,--,--,SI,--,,30049020,"-32,8718397608117","-59,4223491853546"
ENTRE RIOS,Gualeguay,,4741,SI,--,,--,--,SI,,SI,SI,30049030,,"-59,3958887031115"
ENTRE RIOS,,,1940,--,,,--,--,,,SI,SI,,,"-58,6597631447303"
ENTRE RIOS,La Paz,Bovril,,--,SI,--,,--,SI,SI,,SI,30070010,"-31,3428914409424",
,La Paz,Colonia Avigdor,,,--,--,,,SI,SI,--,,30070020,"-31,1853384671792","-59,4079822910182"
,La Paz,El Solar,194,,--,--,--,,SI,,SI,SI,,"-31,1810124666205","-59,7328844569416"
,La Paz,La Paz,,,SI,--,,--,SI,,SI,SI,30070040,,"-59,6433535241897"
ENTRE RIOS,,Piedras Blancas,1362,--,,--,SI,--,,SI,,,30070050,"-31,1859575955508",
ENTRE RIOS,La Paz,,2410,--,SI,,--,SI,,SI,,SI,30070005,"-31,4565889671917",
,La Paz,San Gustavo,,,--,--,,,SI,,SI,SI,,,"-59,3994540133514"
,La Paz,Santa Elena,17791,,SI,--,--,,SI,SI,SI,SI,,"-30,9466589584952","-59,7882850384119"
ENTRE RIOS,,,281,--,,,--,--,,--,,--,30070090,"-31,3896679471814",
ENTRE RIOS,Nogoyá,,1571,--,SI,,--,SI,SI,SI,--,,30077010,"-32,2443130059944","-60,1627988186884"
,Nogoyá,Betbeder,,,--,--,,,SI,,--,--,,,"-59,9380818002549"
ENTRE RIOS,Nogoyá,Don Cristóbal,,--,--,--,,--,SI,SI,--,--,,"-32,0752594049271","-59,9943230195983"
ENTRE RIOS,Nogoyá,Febré,,--,--,--,,,SI,--,--,,30077040,"-32,4774515995652","-59,9217117300676"
,COMUNA 15,AGRONOMIA,13912,,SI,SI,SI,,SI,SI,,,2000010,"-34,5929442472726",
CORDOBA,Calamuchita,,3236,SI,,,SI,--,SI,--,SI,SI,,"-32,1696837164743","-64,4567952849232"
CORDOBA,,Villa El Tala,4,--,,--,--,--,,,--,--,14007300,,"-64,5850039184628"
,Calamuchita,Villa General Belgrano,7795,,SI,--,--,,SI,SI,,SI,14007310,"-31,9808236449718",
,Calamuchita,Villa La Rivera,,,--,--,,,--,--,,,14007320,"-32,2667329359208",
,Calamuchita,Villa Quillinzo,,,--,--,,,SI,--,--,--,,"-32,2384365356542","-64,5210498971139"
CORDOBA,Calamuchita,Villa Rumipal,,--,--,--,,--,SI,,SI,SI,14007340,,"-64,4792063354191"
CABA,,,27761,SI,,,SI,SI,,SI,SI,,2000010,"-34,5883730730472","-58,4541748568778"
CORDOBA,Río Seco,,4648,--,SI,,--,--,SI,SI,,,14112130,"-29,9043583402484",
CORDOBA,,,2435,--,,,--,--,--,,SI,SI,,,"-63,2006870937546"
CORDOBA,,Calchín Oeste,759,--,,--,--,--,,SI,SI,SI,,"-31,8633868408967","-63,278168375262"
CORDOBA,Río Segundo,Capilla del Carmen,,--,SI,--,,--,SI,SI,,,14119030,"-31,5081678166164",
,Río Segundo,Carrilobo,1763,,SI,--,--,,SI,SI,SI,,14119040,"-31,8716468802323","-63,1165074420857"
CABA,,PARQUE CHAS,17489,SI,,SI,SI,SI,,,SI,SI,,,"-58,4791226108546"
CORDOBA,,,8645,SI,,,SI,--,,,SI,SI,14182080,,"-62,8855974037259"
CORDOBA,Unión,Chilibroste,,SI,--,--,,--,SI,SI,,,14182090,"-32,3325969254244",
,Unión,Cintra,,,--,--,,,SI,SI,,--,14182100,"-32,3081476332499",
CORDOBA,Unión,,373,--,SI,,--,--,SI,,--,--,,"-33,3003017093034","-62,7132986409449"
CORDOBA,,,117,--,,,--,--,,,--,--,14182120,,"-62,7323851196295"
CORDOBA,,Villa San Miguel,0,--,,--,--,--,,--,,--,14007170,"-31,8582901636165",
CORDOBA,Calamuchita,,1097,--,--,,--,--,,SI,SI,,14007360,"-32,1037825310006","-64,7541028295247"
,Capital,Córdoba,1317298,,SI,SI,SI,,SI,,SI,SI,14014010,,"-64,1833384346292"
,Capital,Jardín Arenales,,--,--,--,,--,--,,SI,SI,,,"-64,0603031964104"
CORDOBA,,,0,--,,,--,--,,--,SI,,14014010,"-31,3961494977945","-64,0609143527134"
CORDOBA,,1 De Agosto,0,--,,--,--,--,,--,,SI,14021080,"-31,306907347736",
CORDOBA,,Agua de Oro,1918,SI,,--,SI,--,,,SI,SI,,,"-64,2955793576311"
CORDOBA,Colón,,0,--,--,,--,--,--,,--,--,14021080,,"-64,1814827461648"
,Colón,Ascochinga,,,--,--,SI,,--,SI,SI,,14021020,"-30,9594645513035","-64,2754165610863"
CORDOBA,Colón,Barrio Nuevo Río Ceballos,,--,--,--,,--,--,--,,--,14021025,"-31,1980230004722",
,Colón,Canteras El Sauce,,,--,--,,,--,,--,--,14021030,,"-64,3145341004157"
,Colón,Casa Bamba,111,,--,--,--,,--,,SI,--,,"-31,3429017095306","-64,3992718801553"
CORDOBA,,,0,--,,,--,--,,--,,--,14021080,"-31,2957196524063",
CORDOBA,,Colazo,1598,--,,--,SI,SI,,SI,,,14119050,"-31,964293093898",
,Río Segundo,Colonia Videla,78,,--,--,--,,--,--,--,--,,"-31,9175044736895","-63,5047159461534"
CORDOBA,Río Segundo,Costasacate,,,--,--,,--,SI,,SI,SI,14119070,,"-63,7598955842163"
CORDOBA,Río Segundo,,163,--,--,,--,--,--,--,SI,,14119080,"-31,7965929244084","-63,6511207667299"
CORDOBA,,,7437,SI,,--,SI,--,,SI,,,14119090,"-31,7783987221778",
CORDOBA,Río Segundo,Las Junturas,,SI,--,--,,SI,--,SI,SI,SI,,"-31,8313972998615","-63,4506364545889"
,Río Segundo,Los Chañaritos,219,,--,--,SI,,SI,,--,SI,,,"-63,3321030427196"
,Río Segundo,Luque,6253,,SI,--,SI,,SI,SI,,,14119120,"-31,6468736294787",
,Río Segundo,Manfredi,,,--,--,,,--,SI,SI,,14119130,"-31,8440585633394","-63,7460746070431"
CORDOBA,,Matorrales,972,--,,--,--,--,,,SI,SI,14119140,,"-63,5118521462999"
CABA,,,34713,SI,,,SI,SI,,SI,SI,SI,,"-34,6100289507588","-58,4689425541216"
CORDOBA,Colón,Colonia Caroya,,SI,SI,--,,,SI,SI,,,14021050,"-31,0172322466264",
,Colón,Colonia Tirolesa,1293,,--,--,--,,--,SI,,SI,14021060,"-31,2357859283773",
,Colón,Colonia Vicente Agüero,,,--,--,,,--,,--,--,,,"-64,019045653731"
,Colón,Corral Quemado,52,,--,--,--,,--,--,--,--,,"-30,9890353478112","-64,3778448899044"
CORDOBA,,,2178,--,,,--,--,,--,,SI,14021090,"-31,3015080091569",
CORDOBA,,Dumesnil,0,--,,--,SI,--,,--,--,,14021270,"-31,3321162961153","-64,3336598560636"
CORDOBA,,El Diquecito,0,--,,,--,--,,--,--,SI,,"-31,3589143636745","-64,3650932467319"
CABA,COMUNA 11,,33325,SI,SI,,SI,SI,SI,,SI,SI,,,"-58,4829573518477"
,Río Segundo,Oncativo,13180,,SI,--,SI,,SI,SI,SI,,14119150,"-31,912835805369","-63,6836820317482"
CORDOBA,Río Segundo,Pilar,,SI,--,--,,SI,SI,SI,,,14119160,"-31,6804516863719",
CORDOBA,Río Segundo,,5680,--,SI,,--,--,--,,SI,SI,14119170,,"-62,9199182599484"
CORDOBA,,,892,SI,,,--,--,,--,--,SI,,,"-64,2998324164847"
,Colón,El Pueblito,0,,--,--,--,,--,--,,--,14021075,"-31,1065564116392",
,Colón,Estación Colonia Tirolesa,,,--,--,,,--,--,--,,14021120,"-31,2735550500587",
CORDOBA,,General Paz,1925,SI,,--,--,--,,,SI,SI,14021130,,"-64,1410056588479"
CORDOBA,,,31602,SI,,,SI,--,,,SI,SI,,,"-64,095771286873"
CORDOBA,Colón,,31972,SI,SI,,SI,SI,SI,SI,,,14021150,"-31,3441541784042",
CORDOBA,,La Granja,2456,SI,,--,SI,--,,SI,,SI,14021160,"-31,0054374122172",
CORDOBA,Colón,La Morada,,--,--,--,,--,--,--,SI,SI,,"-31,3050726647191","-64,2625844071662"
,Colón,La Puerta,,,--,--,,,--,,--,--,14021170,,"-64,0402188172603"
CORDOBA,,,69,--,,,--,--,,--,,,14021175,"-31,240896079449",
CORDOBA,Colón,,66,--,--,,--,--,--,--,--,,14021075,"-31,4435294401245","-63,9963793951592"
CORDOBA,,,264,--,,,--,SI,,,--,--,14021180,,"-64,225388080483"
CORDOBA,Colón,,12187,SI,--,,SI,--,SI,,SI,SI,,,"-64,0503196448495"
,Marcos Juárez,Alejo Ledesma,,,--,--,,,SI,SI,,SI,14063010,"-33,6076125942499",
CORDOBA,Marcos Juárez,Arias,,SI,--,--,,--,--,SI,SI,,14063020,"-33,6411632781096",
CORDOBA,Marcos Juárez,Camilo Aldao,,,--,--,,SI,--,SI,SI,SI,,"-33,123740825534","-62,0965954602144"
,Marcos Juárez,Capitán General Bernardo O'Higgins,483,,--,--,SI,,SI,,--,--,14063040,,"-62,269738358968"
CORDOBA,Marcos Juárez,,1202,--,--,,--,--,,SI,,,14063050,"-33,478334898944",
CORDOBA,,Colonia Barge,153,--,,--,--,--,,--,,--,14063060,"-33,2585411549016",
,Marcos Juárez,Colonia Italiana,738,,SI,--,--,,SI,,SI,--,14063070,,"-62,1807987939012"
,Marcos Juárez,Colonia Veinticinco,,,--,--,,,--,--,--,--,,"-32,8883679292315","-61,9347825911775"
CORDOBA,Marcos Juárez,,10407,SI,SI,,SI,--,SI,SI,,SI,14063090,"-33,2816219895104",
